transaction_id,date,store_id,customer_id,product_id,quantity,payment_method,discount_pct,unit_price,line_total
T501283,2024-01-26,S101,C1064,P10080,1,Card,0.0,7.08,7.08
T501284,2024-10-25,S110,C1002,P10004,1,Cash,0.0,13.5,13.5
T501285,2024-03-17,S110,C1206,P10051,4,Cash,0.0,4.48,17.92
T501286,2024-05-16,S103,C1020,P10108,1,Cash,0.0,6.83,6.83
T501287,2024-01-20,S103,C1292,P10012,1,Card,0.05,5.27,5.01
T501288,2024-07-29,S111,C1014,P10041,5,Cash,0.1,9.3,41.85
T501289,2024-08-27,S103,C1205,P10014,2,Cash,0.0,4.96,9.92
T501290,2024-02-08,S110,C1201,P10078,2,Card,0.0,5.07,10.14
T501291,2024-09-24,S101,C1119,P10017,1,QR,0.0,6.33,6.33
T501292,2024-07-25,S103,C1136,P10049,1,Card,0.0,21.18,21.18
T501293,2024-09-23,S103,C1299,P10001,1,QR,0.0,1.74,1.74
T501294,2024-06-02,S103,C1294,P10086,2,Card,0.0,6.42,12.84
T501295,2024-02-11,S109,C1024,P10106,1,Card,0.0,7.9,7.9
T501296,2024-01-11,S111,C1233,P10012,1,Card,0.0,5.47,5.47
T501297,2024-10-20,S103,C1120,P10106,2,Cash,0.0,8.15,16.3
T501298,2024-04-07,S100,C1089,P10067,1,Cash,0.0,5.43,5.43
T501299,2024-10-01,S108,C1199,P10046,2,Cash,0.0,14.74,29.48
T501300,2024-08-17,S103,C1179,P10117,1,Cash,0.0,9.24,9.24
T501301,2024-08-07,S103,C1075,P10118,1,Card,0.0,13.49,13.49
T501302,2024-03-05,S103,C1136,P10088,1,Card,0.0,7.0,7.0
T501303,2024-12-20,S106,C1137,P10074,2,Cash,0.0,7.05,14.1
T501304,2024-08-19,S106,C1009,P10049,2,QR,0.0,22.2,44.4
T501305,2024-11-23,S103,C1200,P10111,1,Card,0.1,7.85,7.06
T501306,2024-02-21,S103,C1218,P10105,1,Card,0.0,11.25,11.25
T501307,2024-09-19,S111,C1059,P10011,1,QR,0.0,10.44,10.44
T501308,2024-09-23,S104,C1146,P10012,3,Cash,0.0,5.68,17.04
T501309,2024-12-24,S103,C1106,P10008,2,Card,0.0,4.32,8.64
T501310,2024-11-12,S103,C1037,P10058,3,Card,0.0,11.26,33.78
T501311,2024-11-19,S106,C1133,P10116,2,Card,0.0,10.27,20.54
T501312,2024-06-02,S103,C1220,P10044,1,QR,0.0,4.76,4.76
T501313,2024-12-23,S102,C1132,P10101,1,Card,0.0,6.74,6.74
T501314,2024-12-31,S103,C1052,P10069,1,Cash,0.0,7.85,7.85
T501315,2024-05-19,S103,C1061,P10106,1,Cash,0.05,7.87,7.48
T501316,2024-02-20,S104,C1022,P10114,1,Cash,0.0,18.33,18.33
T501317,2024-04-26,S101,C1043,P10042,1,Card,0.0,4.29,4.29
T501318,2024-02-15,S104,C1045,P10073,2,Cash,0.0,4.63,9.26
T501319,2024-11-04,S103,C1146,P10022,1,Cash,0.0,3.7,3.7
T501320,2024-03-28,S100,C1215,P10078,1,Card,0.0,5.0,5.0
T501321,2024-07-26,S101,C1046,P10044,1,Cash,0.0,4.82,4.82
T501322,2024-09-25,S111,C1023,P10022,1,Card,0.0,3.73,3.73
T501323,2024-03-29,S110,C1144,P10103,2,Cash,0.05,8.41,15.98
T501324,2024-04-27,S103,C1088,P10100,2,Cash,0.0,13.57,27.14
T501325,2024-02-23,S106,C1173,P10033,1,Cash,0.0,5.64,5.64
T501326,2024-04-25,S103,C1063,P10015,1,QR,0.0,4.01,4.01
T501327,2024-04-27,S111,C1118,P10062,1,Card,0.05,8.72,8.28
T501328,2024-09-16,S103,C1222,P10108,1,Cash,0.0,6.49,6.49
T501329,2024-03-15,S105,C1155,P10050,1,Card,0.15,4.21,3.58
T501330,2024-10-31,S101,C1177,P10104,5,Card,0.05,4.04,19.19
T501331,2024-01-07,S103,C1055,P10110,1,Cash,0.0,5.65,5.65
T501332,2024-12-31,S111,C1058,P10031,1,Card,0.0,7.23,7.23
T501333,2024-05-01,S103,C1219,P10037,2,Cash,0.05,11.4,21.66
T501334,2024-01-11,S103,C1184,P10103,1,Cash,0.0,8.14,8.14
T501335,2024-12-13,S101,C1046,P10055,1,Card,0.05,16.45,15.63
T501336,2024-08-02,S106,C1101,P10109,2,Cash,0.0,5.45,10.9
T501337,2024-10-05,S104,C1043,P10068,1,QR,0.0,3.9,3.9
T501338,2024-01-28,S103,C1014,P10016,1,Cash,0.0,9.89,9.89
T501339,2024-08-22,S111,C1235,P10085,2,Card,0.0,2.59,5.18
T501340,2024-11-08,S100,C1050,P10038,2,Cash,0.0,9.83,19.66
T501341,2024-01-26,S103,C1033,P10040,5,Card,0.0,5.23,26.15
T501342,2024-02-23,S110,C1123,P10047,2,Cash,0.2,4.54,7.26
T501343,2024-01-29,S103,C1076,P10081,1,QR,0.0,9.85,9.85
T501344,2024-12-18,S103,C1122,P10027,2,Cash,0.0,4.76,9.52
T501345,2024-06-12,S103,C1204,P10076,3,Card,0.0,3.37,10.11
T501346,2024-09-26,S109,C1227,P10049,4,Card,0.0,20.95,83.8
T501347,2024-11-29,S101,C1069,P10105,2,Card,0.05,12.03,22.86
T501348,2024-02-04,S111,C1229,P10000,1,Cash,0.0,7.04,7.04
T501349,2024-10-12,S108,C1020,P10116,-2,Card,0.0,9.92,-19.84
T501350,2024-12-13,S103,C1107,P10049,1,Cash,0.0,20.97,20.97
T501351,2024-09-29,S106,C1240,P10018,1,Card,0.0,10.54,10.54
T501352,2024-07-26,S103,C1250,P10097,1,Card,0.0,5.15,5.15
T501353,2024-08-25,S103,C1134,P10058,3,QR,0.0,11.25,33.75
T501354,2024-04-02,S107,C1089,P10067,1,Card,0.0,5.14,5.14
T501355,2024-06-21,S111,C1078,P10106,2,Cash,0.0,8.0,16.0
T501356,2024-03-19,S101,C1176,P10066,1,Card,0.0,5.32,5.32
T501357,2024-04-19,S103,C1297,P10040,1,Cash,0.0,5.7,5.7
T501358,2024-08-04,S103,C1101,P10009,1,Cash,0.0,5.8,5.8
T501359,2024-12-23,S103,C1111,P10027,2,Cash,0.0,4.52,9.04
T501360,2024-04-15,S103,C1180,P10033,2,Card,0.0,5.81,11.62
T501361,2024-02-16,S101,C1103,P10038,1,Card,0.0,9.73,9.73
T501362,2024-06-29,S106,C1015,P10110,1,Cash,0.0,5.59,5.59
T501363,2024-03-04,S103,C1095,P10082,2,Card,0.1,7.13,12.83
T501364,2024-09-02,S103,C1292,P10105,1,Cash,0.0,11.74,11.74
T501365,2024-08-31,S109,C1145,P10055,1,Cash,0.0,16.76,16.76
T501366,2024-11-15,S108,C1001,P10051,1,Cash,0.0,4.59,4.59
T501367,2024-03-27,S103,C1118,P10109,2,Card,0.0,5.52,11.04
T501368,2024-08-04,S103,C1093,P10099,1,QR,0.0,10.56,10.56
T501369,2024-01-07,S104,C1190,P10106,1,Cash,0.0,8.07,8.07
T501370,2024-10-04,S103,C1002,P10002,4,Cash,0.0,13.24,52.96
T501371,2024-12-02,S103,C1110,P10022,2,Cash,0.05,3.67,6.97
T501372,2024-07-28,S106,C1176,P10016,1,QR,0.15,10.63,9.04
T501373,2024-06-17,S100,C1256,P10070,1,Cash,0.05,7.41,7.04
T501374,2024-11-25,S101,C1021,P10025,1,Card,0.0,6.43,6.43
T501375,2024-05-17,S100,C1219,P10106,1,Card,0.0,7.7,7.7
T501376,2024-11-01,S102,C1172,P10017,1,Cash,0.0,6.4,6.4
T501377,2024-08-17,S101,C1223,P10109,1,Card,0.1,5.73,5.16
T501378,2024-11-03,S111,C1064,P10045,1,Cash,0.1,2.9,2.61
T501379,2024-06-09,S103,C1276,P10069,3,Card,0.2,7.98,19.15
T501380,2024-01-01,S102,C1248,P10030,3,Cash,0.05,10.42,29.7
T501381,2024-08-23,S103,C1259,P10092,1,QR,0.0,4.25,4.25
T501382,2024-07-06,S111,C1130,P10008,1,QR,0.0,4.28,4.28
T501383,2024-01-04,S103,C1112,P10117,1,Card,0.15,9.35,7.95
T501384,2024-05-11,S103,C1285,P10034,-1,Card,0.0,7.1,-7.1
T501385,2024-08-05,S110,C1286,P10080,1,Card,0.05,7.56,7.18
T501386,2024-09-16,S103,C1210,P10059,3,Cash,0.1,7.03,18.98
T501387,2024-01-01,S103,C1019,P10075,2,Cash,0.0,12.84,25.68
T501388,2024-03-11,S103,C1214,P10062,1,Cash,0.0,8.92,8.92
T501389,2024-06-26,S103,C1250,P10099,2,Card,0.0,9.97,19.94
T501390,2024-07-07,S103,C1270,P10051,1,Card,0.0,4.61,4.61
T501391,2024-10-17,S105,C1179,P10047,1,QR,0.0,4.44,4.44
T501392,2024-01-08,S103,C1193,P10060,1,Card,0.0,6.41,6.41
T501393,2024-09-09,S103,C1078,P10023,2,Card,0.0,3.0,6.0
T501394,2024-10-18,S101,C1179,P10073,2,Card,0.0,4.54,9.08
T501395,2024-08-31,S103,C1162,P10057,2,QR,0.15,5.98,10.17
T501396,2024-05-02,S103,C1201,P10063,1,Card,0.0,10.26,10.26
T501397,2024-10-25,S111,C1013,P10029,2,Cash,0.05,3.65,6.94
T501398,2024-10-09,S103,C1245,P10028,4,Card,0.0,8.35,33.4
T501399,2024-02-01,S104,C1013,P10102,1,Card,0.0,9.51,9.51
T501400,2024-11-29,S103,C1098,P10009,1,Card,0.0,5.74,5.74
T501401,2024-05-25,S101,C1032,P10038,2,QR,0.0,10.38,20.76
T501402,2024-06-04,S101,C1256,P10054,4,QR,0.0,6.53,26.12
T501403,2024-01-16,S103,C1033,P10027,1,Card,0.0,4.72,4.72
T501404,2024-12-20,S102,C1018,P10017,1,Cash,0.0,6.19,6.19
T501405,2024-02-16,S102,C1151,P10040,1,Cash,0.0,5.21,5.21
T501406,2024-09-07,S106,C1259,P10117,2,Cash,0.0,8.95,17.9
T501407,2024-07-05,S100,C1163,P10113,3,Card,0.0,2.8,8.4
T501408,2024-01-31,S103,C1076,P10080,1,Card,0.0,7.19,7.19
T501409,2024-09-16,S103,C1136,P10074,1,Card,0.05,7.1,6.74
T501410,2024-01-17,S103,C1207,P10064,3,Card,0.1,17.41,47.01
T501411,2024-02-08,S103,C1241,P10080,1,Cash,0.0,7.11,7.11
T501412,2024-10-30,S103,C1066,P10099,2,Card,0.0,9.85,19.7
T501413,2024-02-08,S103,C1115,P10099,1,Card,0.0,10.05,10.05
T501414,2024-05-11,S106,C1201,P10045,1,Card,0.0,2.86,2.86
T501415,2024-01-30,S110,C1249,P10059,1,Cash,0.0,7.35,7.35
T501416,2024-06-06,S103,C1277,P10008,1,Card,0.0,4.3,4.3
T501417,2024-10-04,S101,C1111,P10044,3,Cash,0.0,4.64,13.92
T501418,2024-07-21,S110,C1233,P10059,3,Card,0.05,6.86,19.55
T501419,2024-03-06,S103,C1175,P10027,2,Cash,0.15,4.5,7.65
T501420,2024-04-17,S103,C1142,P10111,1,Card,0.1,7.74,6.97
T501421,2024-09-24,S103,C1031,P10096,1,Cash,0.05,8.64,8.21
T501422,2024-08-09,S101,C1180,P10002,1,Card,0.05,13.92,13.22
T501423,2024-10-18,S103,C1066,P10050,3,Card,0.0,4.37,13.11
T501424,2024-01-18,S103,C1003,P10007,1,Cash,0.05,7.05,6.7
T501425,2024-03-30,S103,C1285,P10113,4,QR,0.0,2.92,11.68
T501426,2024-06-29,S103,C1268,P10069,4,Cash,0.0,7.63,30.52
T501427,2024-09-11,S108,C1235,P10058,1,Card,0.0,10.99,10.99
T501428,2024-09-09,S103,C1276,P10115,2,Card,0.0,3.97,7.94
T501429,2024-09-13,S101,C1040,P10060,5,Card,0.0,6.26,31.3
T501430,2024-12-11,S103,C1120,P10057,2,Card,0.0,6.03,12.06
T501431,2024-03-27,S106,C1274,P10069,1,Cash,0.0,7.91,7.91
T501432,2024-03-30,S108,C1230,P10092,2,Cash,0.0,4.23,8.46
T501433,2024-08-24,S104,C1085,P10100,1,Card,0.05,13.25,12.59
T501434,2024-03-10,S102,C1062,P10011,1,Card,0.05,9.66,9.18
T501435,2024-02-13,S106,C1191,P10008,1,QR,0.0,4.05,4.05
T501436,2024-07-18,S105,C1292,P10104,1,Cash,0.05,4.07,3.87
T501437,2024-05-31,S100,C1030,P10048,2,Card,0.0,7.2,14.4
T501438,2024-03-26,S103,C1145,P10082,1,Card,0.1,6.92,6.23
T501439,2024-01-19,S103,C1106,P10016,1,Card,0.0,10.14,10.14
T501440,2024-04-10,S105,C1109,P10053,1,QR,0.0,7.65,7.65
T501441,2024-04-04,S103,C1275,P10111,4,Cash,0.05,7.97,30.29
T501442,2024-09-10,S103,C1209,P10043,2,Card,0.0,8.09,16.18
T501443,2024-12-22,S110,C1138,P10031,1,Card,0.0,7.75,7.75
T501444,2024-01-30,S108,C1085,P10034,4,Cash,0.0,6.85,27.4
T501445,2024-09-05,S110,C1043,P10077,1,Card,0.0,7.87,7.87
T501446,2024-02-02,S111,C1081,P10048,2,Cash,0.0,7.5,15.0
T501447,2024-08-16,S100,C1063,P10053,2,Card,0.0,7.9,15.8
T501448,2024-01-12,S104,C1054,P10015,3,Card,0.05,4.01,11.43
T501449,2024-04-27,S103,C1073,P10084,2,Cash,0.15,3.37,5.73
T501450,2024-12-15,S110,C1128,P10011,1,Cash,0.0,9.51,9.51
T501451,2024-06-03,S103,C1255,P10087,1,QR,0.0,7.09,7.09
T501452,2024-09-02,S111,C1230,P10097,1,QR,0.0,4.88,4.88
T501453,2024-11-27,S103,C1136,P10007,1,QR,0.0,6.97,6.97
T501454,2024-09-03,S108,C1111,P10107,1,QR,0.0,14.1,14.1
T501455,2024-01-29,S101,C1145,P10020,1,Cash,0.0,2.94,2.94
T501456,2024-06-09,S103,C1032,P10047,1,Cash,0.0,4.44,4.44
T501457,2024-08-22,S106,C1259,P10007,1,Cash,0.0,7.16,7.16
T501458,2024-07-08,S100,C1086,P10027,1,Card,0.0,4.72,4.72
T501459,2024-04-26,S109,C1264,P10079,2,Card,0.0,6.92,13.84
T501460,2024-09-27,S100,C1029,P10009,1,Card,0.0,6.12,6.12
T501461,2024-09-14,S104,C1231,P10051,4,QR,0.0,4.57,18.28
T501462,2024-06-28,S103,C1075,P10014,1,Card,0.0,5.01,5.01
T501463,2024-06-20,S103,C1128,P10003,1,Cash,0.0,10.77,10.77
T501464,2024-09-30,S106,C1270,P10089,1,Cash,0.0,35.08,35.08
T501465,2024-09-15,S103,C1088,P10078,1,Cash,0.0,4.9,4.9
T501466,2024-05-14,S101,C1169,P10099,1,Cash,0.0,9.96,9.96
T501467,2024-06-19,S101,C1127,P10095,3,Card,0.05,6.19,17.64
T501468,2024-07-28,S103,C1173,P10061,1,Card,0.0,10.38,10.38
T501469,2024-08-23,S103,C1025,P10106,1,Cash,0.0,8.05,8.05
T501470,2024-07-04,S106,C1060,P10101,1,Card,0.0,6.98,6.98
T501471,2024-12-29,S103,C1066,P10003,2,Card,0.0,11.02,22.04
T501472,2024-04-04,S103,C1025,P10040,1,QR,0.0,5.22,5.22
T501473,2024-01-11,S103,C1082,P10072,2,Card,0.0,10.85,21.7
T501474,2024-03-08,S100,C1059,P10098,1,QR,0.0,3.93,3.93
T501475,2024-07-28,S103,C1038,P10054,1,Cash,0.0,6.78,6.78
T501476,2024-07-14,S111,C1122,P10027,1,Cash,0.0,4.41,4.41
T501477,2024-04-07,S110,C1291,P10100,2,Card,0.0,14.58,29.16
T501478,2024-04-02,S103,C1276,P10046,2,Cash,0.0,15.76,31.52
T501479,2024-01-22,S103,C1281,P10008,1,Card,0.0,4.05,4.05
T501480,2024-06-20,S110,C1190,P10001,1,Cash,0.0,1.64,1.64
T501481,2024-05-13,S103,C1291,P10066,1,Card,0.0,5.4,5.4
T501482,2024-01-25,S100,C1151,P10116,1,QR,0.15,10.08,8.57
T501483,2024-07-03,S101,C1232,P10107,1,Cash,0.05,13.65,12.97
T501484,2024-03-25,S103,C1145,P10047,2,QR,0.0,4.48,8.96
T501485,2024-02-24,S111,C1270,P10068,2,Cash,0.0,4.02,8.04
T501486,2024-09-07,S106,C1133,P10073,1,Cash,0.0,4.78,4.78
T501487,2024-05-23,S101,C1170,P10027,4,Card,0.0,4.47,17.88
T501488,2024-12-16,S103,C1027,P10078,3,Card,0.0,5.03,15.09
T501489,2024-06-15,S106,C1135,P10013,1,Card,0.0,8.98,8.98
T501490,2024-08-11,S110,C1240,P10045,1,Card,0.05,2.87,2.73
T501491,2024-08-07,S103,C1227,P10086,3,Cash,0.0,6.6,19.8
T501492,2024-06-27,S104,C1286,P10012,1,Cash,0.0,5.47,5.47
T501493,2024-04-28,S100,C1033,P10015,1,Cash,0.0,4.12,4.12
T501494,2024-09-21,S109,C1001,P10093,2,Cash,0.0,7.88,15.76
T501495,2024-05-29,S107,C1194,P10039,1,QR,0.0,6.99,6.99
T501496,2024-08-02,S103,C1093,P10071,2,QR,0.0,1.56,3.12
T501497,2024-07-15,S106,C1134,P10080,1,Cash,0.0,7.65,7.65
T501498,2024-02-11,S103,C1203,P10029,1,Card,0.0,3.73,3.73
T501499,2024-02-22,S100,C1249,P10080,1,Card,0.0,7.29,7.29
T501500,2024-11-25,S103,C1146,P10098,1,Cash,0.0,3.86,3.86
T501501,2024-09-07,S102,C1253,P10064,1,Card,0.0,16.71,16.71
T501502,2024-10-21,S103,C1175,P10112,1,Card,0.0,5.47,5.47
T501503,2024-09-27,S103,C1124,P10057,2,Card,0.0,6.21,12.42
T501504,2024-05-02,S103,C1250,P10087,1,Cash,0.0,7.05,7.05
T501505,2024-12-04,S103,C1130,P10047,1,QR,0.05,4.42,4.2
T501506,2024-09-22,S103,C1049,P10048,1,Card,0.0,7.23,7.23
T501507,2024-12-13,S100,C1092,P10088,1,Cash,0.0,7.28,7.28
T501508,2024-01-29,S103,C1219,P10001,1,Cash,0.0,1.73,1.73
T501509,2024-02-04,S103,C1019,P10088,1,Card,0.0,6.67,6.67
T501510,2024-01-06,S103,C1204,P10013,3,Card,0.0,9.9,29.7
T501511,2024-04-20,S110,C1090,P10102,1,Card,0.0,8.93,8.93
T501512,2024-10-20,S106,C1172,P10114,2,Cash,0.0,18.28,36.56
T501513,2024-03-17,S110,C1188,P10096,1,Cash,0.0,8.82,8.82
T501514,2024-12-14,S103,C1001,P10016,1,Card,0.0,10.52,10.52
T501515,2024-05-26,S101,C1167,P10030,1,Cash,0.0,10.4,10.4
T501516,2024-03-07,S106,C1023,P10009,2,Card,0.0,5.77,11.54
T501517,2024-01-08,S103,C1067,P10069,1,Cash,0.2,7.42,5.94
T501518,2024-05-01,S103,C1193,P10102,1,Cash,0.05,9.42,8.95
T501519,2024-12-05,S101,C1083,P10088,1,Cash,0.0,6.97,6.97
T501520,2024-06-23,S109,C1206,P10101,2,Card,0.0,7.11,14.22
T501521,2024-06-27,S101,C1048,P10036,2,Card,0.0,4.72,9.44
T501522,2024-03-25,S110,C1031,P10063,1,Card,0.0,10.59,10.59
T501523,2024-02-14,S110,C1169,P10029,1,Card,0.0,3.72,3.72
T501524,2024-05-15,S103,C1128,P10033,2,Card,0.0,5.59,11.18
T501525,2024-12-08,S106,C1101,P10017,2,Cash,0.0,6.47,12.94
T501526,2024-01-16,S104,C1034,P10087,1,Card,0.0,6.52,6.52
T501527,2024-11-28,S108,C1198,P10062,3,Cash,0.0,8.99,26.97
T501528,2024-07-13,S103,C1076,P10048,1,Card,0.0,7.34,7.34
T501529,2024-01-09,S107,C1013,P10055,1,Card,0.0,16.06,16.06
T501530,2024-11-11,S103,C1130,P10090,1,Card,0.0,52.8,52.8
T501531,2024-11-29,S111,C1237,P10057,2,Cash,0.0,6.36,12.72
T501532,2024-11-28,S103,C1279,P10026,1,QR,0.15,4.99,4.24
T501533,2024-11-22,S103,C1064,P10054,1,Card,0.2,6.57,5.26
T501534,2024-01-15,S107,C1137,P10102,1,Card,0.0,9.75,9.75
T501535,2024-11-22,S109,C1268,P10084,1,Cash,0.05,3.28,3.12
T501536,2024-04-11,S103,C1227,P10018,1,Card,0.0,10.37,10.37
T501537,2024-08-13,S102,C1200,P10102,1,Cash,0.0,9.28,9.28
T501538,2024-10-04,S103,C1141,P10022,3,Card,0.0,3.59,10.77
T501539,2024-04-22,S111,C1099,P10102,1,Card,0.0,9.16,9.16
T501540,2024-01-01,S106,C1137,P10111,1,Card,0.0,8.21,8.21
T501541,2024-09-22,S109,C1167,P10107,2,Cash,0.0,14.16,28.32
T501542,2024-07-26,S100,C1098,P10046,2,Card,0.0,15.48,30.96
T501543,2024-04-19,S103,C1065,P10078,1,Cash,0.0,5.03,5.03
T501544,2024-07-18,S104,C1046,P10106,1,Card,0.2,8.3,6.64
T501545,2024-11-01,S109,C1230,P10065,2,QR,0.0,2.51,5.02
T501546,2024-01-12,S100,C1145,P10098,1,Card,0.1,4.09,3.68
T501547,2024-12-10,S110,C1206,P10050,1,Card,0.0,4.17,4.17
T501548,2024-07-06,S103,C1145,P10083,1,Cash,0.1,4.01,3.61
T501549,2024-06-02,S103,C1151,P10027,2,Card,0.05,4.8,9.12
T501550,2024-11-29,S103,C1278,P10056,1,Cash,0.0,9.23,9.23
T501551,2024-10-05,S103,C1139,P10057,3,Card,0.0,5.8,17.4
T501552,2024-06-19,S103,C1150,P10014,1,Cash,0.0,4.81,4.81
T501553,2024-05-13,S101,C1020,P10015,2,Card,0.2,4.29,6.86
T501554,2024-01-25,S102,C1253,P10096,1,Cash,0.0,8.59,8.59
T501555,2024-01-18,S109,C1063,P10046,1,Cash,0.0,16.06,16.06
T501556,2024-07-08,S101,C1217,P10062,1,Card,0.0,9.02,9.02
T501557,2024-05-20,S103,C1071,P10011,1,QR,0.1,9.9,8.91
T501558,2024-02-12,S103,C1161,P10102,1,QR,0.0,9.77,9.77
T501559,2024-11-29,S103,C1129,P10102,2,Card,0.0,9.21,18.42
T501560,2024-10-10,S106,C1068,P10042,2,Cash,0.0,4.11,8.22
T501561,2024-05-25,S103,C1224,P10083,1,Cash,0.0,3.77,3.77
T501562,2024-11-10,S107,C1245,P10028,1,Card,0.0,8.58,8.58
T501563,2024-11-14,S103,C1067,P10106,1,Card,0.0,7.98,7.98
T501564,2024-04-01,S101,C1106,P10048,2,Card,0.0,7.1,14.2
T501565,2024-06-27,S102,C1108,P10002,1,Cash,0.0,14.53,14.53
T501566,2024-02-25,S103,C1102,P10111,1,Cash,0.0,7.93,7.93
T501567,2024-06-03,S103,C1140,P10068,1,Card,0.0,4.02,4.02
T501568,2024-06-08,S106,C1064,P10059,1,Cash,0.0,6.88,6.88
T501569,2024-04-20,S103,C1133,P10065,1,Card,0.0,2.43,2.43
T501570,2024-05-16,S103,C1198,P10086,1,QR,0.0,5.96,5.96
T501571,2024-08-19,S102,C1154,P10089,2,Card,0.0,35.2,70.4
T501572,2024-08-07,S103,C1078,P10025,2,Cash,0.0,6.98,13.96
T501573,2024-03-08,S103,C1249,P10070,2,Cash,0.0,7.63,15.26
T501574,2024-10-28,S103,C1086,P10073,2,Cash,0.0,4.5,9.0
T501575,2024-09-05,S103,C1240,P10068,1,Card,0.0,3.95,3.95
T501576,2024-11-18,S102,C1087,P10046,1,Card,0.0,14.93,14.93
T501577,2024-01-06,S104,C1171,P10075,2,Cash,0.0,12.45,24.9
T501578,2024-10-06,S110,C1016,P10095,2,Cash,0.0,6.17,12.34
T501579,2024-04-03,S103,C1222,P10041,2,Cash,0.0,9.34,18.68
T501580,2024-09-25,S103,C1293,P10030,1,QR,0.0,10.91,10.91
T501581,2024-07-15,S111,C1218,P10021,1,Card,0.0,2.64,2.64
T501582,2024-01-25,S103,C1233,P10016,1,Card,0.0,10.73,10.73
T501583,2024-05-27,S103,C1247,P10083,2,QR,0.1,3.75,6.75
T501584,2024-04-27,S101,C1051,P10019,3,Card,0.0,8.87,26.61
T501585,2024-12-03,S103,C1014,P10106,1,Card,0.0,8.01,8.01
T501586,2024-12-03,S101,C1111,P10007,1,Card,0.0,6.85,6.85
T501587,2024-03-06,S111,C1183,P10110,1,Card,0.0,5.83,5.83
T501588,2024-10-27,S106,C1006,P10097,1,Cash,0.0,5.23,5.23
T501589,2024-06-23,S107,C1050,P10048,1,Card,0.05,7.38,7.01
T501590,2024-11-14,S106,C1240,P10086,4,Card,0.0,6.38,25.52
T501591,2024-03-16,S103,C1244,P10037,2,Cash,0.0,11.29,22.58
T501592,2024-04-23,S103,C1185,P10052,2,Cash,0.0,13.89,27.78
T501593,2024-04-20,S110,C1286,P10027,1,Cash,0.2,4.63,3.7
T501594,2024-09-05,S111,C1091,P10076,1,Cash,0.0,3.39,3.39
T501595,2024-07-21,S103,C1105,P10028,5,Cash,0.0,8.75,43.75
T501596,2024-05-26,S111,C1012,P10071,1,Card,0.0,1.62,1.62
T501597,2024-02-04,S103,C1145,P10010,3,Cash,0.0,5.94,17.82
T501598,2024-11-04,S103,C1118,P10046,2,Cash,0.0,15.58,31.16
T501599,2024-01-26,S103,C1202,P10044,1,QR,0.1,5.17,4.65
T501600,2024-08-25,S103,C1140,P10017,1,Card,0.0,6.54,6.54
T501601,2024-01-14,S100,C1114,P10049,1,Cash,0.0,21.19,21.19
T501602,2024-02-14,S103,C1151,P10088,1,Card,0.0,7.06,7.06
T501603,2024-08-03,S103,C1056,P10048,1,Card,0.0,7.43,7.43
T501604,2024-08-20,S103,C1156,P10021,2,Card,0.0,2.75,5.5
T501605,2024-07-11,S103,C1132,P10044,2,Cash,0.05,4.83,9.18
T501606,2024-02-20,S111,C1162,P10060,1,QR,0.15,6.45,5.48
T501607,2024-08-01,S103,C1274,P10098,1,Card,0.0,4.21,4.21
T501608,2024-05-30,S103,C1182,P10092,1,Card,0.2,3.95,3.16
T501609,2024-10-01,S101,C1076,P10020,1,Cash,0.0,2.9,2.9
T501610,2024-12-03,S100,C1043,P10119,1,Cash,0.0,15.04,15.04
T501611,2024-03-16,S106,C1205,P10070,2,Cash,0.0,8.12,16.24
T501612,2024-08-07,S103,C1037,P10060,1,Cash,0.0,6.48,6.48
T501613,2024-12-13,S106,C1021,P10075,1,Cash,0.0,12.77,12.77
T501614,2024-07-05,S102,C1072,P10035,1,Cash,0.0,1.5,1.5
T501615,2024-10-15,S103,C1240,P10023,1,Card,0.1,2.97,2.67
T501616,2024-01-28,S103,C1153,P10031,1,Cash,0.0,7.32,7.32
T501617,2024-06-28,S103,C1236,P10090,1,Cash,0.0,51.6,51.6
T501618,2024-09-09,S100,C1004,P10095,1,QR,0.1,6.19,5.57
T501619,2024-05-05,S101,C1220,P10058,2,Cash,0.15,11.28,19.18
T501620,2024-06-25,S103,C1085,P10095,2,Card,0.0,6.61,13.22
T501621,2024-02-06,S101,C1176,P10095,2,Card,0.0,6.09,12.18
T501622,2024-04-08,S111,C1258,P10089,1,QR,0.05,37.59,35.71
T501623,2024-04-07,S103,C1219,P10074,1,Card,0.05,7.02,6.67
T501624,2024-05-06,S101,C1037,P10109,1,Card,0.0,5.27,5.27
T501625,2024-06-16,S103,C1141,P10081,2,QR,0.0,9.61,19.22
T501626,2024-03-20,S103,C1234,P10102,1,Card,0.15,9.5,8.07
T501627,2024-10-20,S101,C1202,P10004,1,Card,0.0,13.51,13.51
T501628,2024-11-28,S110,C1293,P10015,1,Cash,0.0,3.99,3.99
T501629,2024-05-05,S111,C1171,P10010,3,Card,0.0,5.55,16.65
T501630,2024-12-08,S103,C1124,P10117,3,Card,0.0,9.41,28.23
T501631,2024-11-05,S103,C1064,P10034,1,Card,0.0,6.79,6.79
T501632,2024-05-29,S100,C1280,P10111,2,Card,0.0,7.55,15.1
T501633,2024-01-16,S104,C1271,P10074,1,Cash,0.0,7.24,7.24
T501634,2024-01-28,S103,C1243,P10041,1,Cash,0.0,9.52,9.52
T501635,2024-06-21,S103,C1014,P10086,1,Card,0.0,6.22,6.22
T501636,2024-02-15,S103,C1225,P10118,1,Cash,0.0,13.44,13.44
